"logFC"	"logCPM"	"PValue"	"FDR"
"PPX1"	-0.241670686978882	6.43418343194717	2.60135507524537e-05	5.56846458588237e-05
"INP54"	0.530168750448654	4.09791939933457	2.61577975300266e-05	5.59723784802599e-05
"AFR1"	0.521085735488557	4.07175941112304	2.62429191008292e-05	5.61334265064318e-05
"GUS1"	-0.0890665516394685	9.60224198256431	2.62711413184296e-05	5.61726919516102e-05
"MRPL15"	0.406636222224294	5.06851211938692	2.65836221363126e-05	5.68194986652268e-05
"FAT1"	0.199756264923553	6.77357180347486	2.72160398741511e-05	5.81493925116009e-05
"CSM2"	0.839003790183347	2.72009198637926	2.76554238952674e-05	5.90517365208193e-05
"MMT2"	0.40603584264935	4.77585273363458	2.76591115737663e-05	5.90517365208193e-05
"PHO13"	0.23807849601506	6.46956699657013	2.76919487755031e-05	5.90996837810024e-05
"MLP1"	-0.198345843901045	6.81947675153009	2.8259578225676e-05	6.0288511958411e-05
"RTC2"	-1.68387274338393	0.527939725779825	2.88042187075704e-05	6.14274237156952e-05
"VPS15"	0.399431874660689	4.90469457145173	2.88419367830579e-05	6.1484832662947e-05
"YBR284W"	1.30191405680778	1.27071410295669	2.91831181027068e-05	6.21888751784477e-05
"ESL1"	0.265308723011053	6.02168873635781	2.96010987983542e-05	6.30559882371227e-05
"YIP1"	-0.248577591489227	6.36589852480613	3.00696275675411e-05	6.40300895174191e-05
"ATG13"	0.490017641126755	4.25404811087439	3.15031460301352e-05	6.70575377553607e-05
"YDL186W"	-0.787214308546497	2.79752280450796	3.16942538865492e-05	6.74263439270938e-05
"SRD1"	-1.36804520056683	1.10760394481804	3.17000917971251e-05	6.74263439270938e-05
"BET1"	-0.410152695808585	4.73373282778306	3.18735836966302e-05	6.77700468889515e-05
"TSC10"	0.243399193426422	6.38576226680292	3.20929236133449e-05	6.82109395499761e-05
"FRS2"	0.130061343574901	8.16821614477303	3.27941827450625e-05	6.96754016979053e-05
"GAL10"	1.12179353327359	1.60611358848428	3.31721350072329e-05	7.04521211231571e-05
"IST3"	0.777492107292232	2.8193218820965	3.32378058320827e-05	7.05652745741532e-05
"YJR061W"	-0.411946581816725	4.66248268735852	3.40827296559475e-05	7.23321142977879e-05
"SEC1"	0.388987160465043	5.20727979206481	3.44769036907509e-05	7.31413895734484e-05
"SPC72"	0.700883180829458	3.31547159789469	3.45684626037716e-05	7.33083151083335e-05
"VPS29"	0.370767870681657	5.02998489300116	3.49001528160007e-05	7.39841660961682e-05
"IMD3"	-0.105242967231079	8.76322421176194	3.50756646370205e-05	7.432855766401e-05
"RPN4"	0.332456865159747	5.39614090952254	3.5188395904493e-05	7.45397047173301e-05
"MRP49"	0.458702124013826	4.37036069370114	3.54687948999114e-05	7.51057337895483e-05
"ATG33"	0.561417706910239	3.74968026525403	3.57238771801793e-05	7.56177534066696e-05
"CUZ1"	0.42428159745669	4.52945635692021	3.63236444780382e-05	7.68587259970084e-05
"RPI1"	0.972924620724573	2.29914628755672	3.63515122977514e-05	7.68891199938322e-05
"WAR1"	0.435917643502863	4.53852113511693	3.64286488775744e-05	7.70236638354655e-05
"BXI1"	0.337748598632759	5.35860714367741	3.75173835237026e-05	7.92962070467567e-05
"RSC30"	0.34309262553476	5.29337261522017	3.7837622244603e-05	7.99433844381335e-05
"YDL157C"	-0.294016437304135	5.84488736128882	3.8150321690337e-05	8.05741586442058e-05
"CBP2"	0.344667388324355	5.17203023975795	3.84402503241339e-05	8.11563905619646e-05
"DPL1"	0.203267830218844	6.81789429359396	3.86135282477505e-05	8.14920051307232e-05
"UFD1"	0.450031618852124	4.49141273305115	3.89327619849495e-05	8.21352896414608e-05
"PRO1"	-0.271907178488161	6.00936169672099	3.90953312696408e-05	8.24477097219758e-05
"AHC2"	-0.399971383888331	4.88963136275304	4.00069115562038e-05	8.43388946319971e-05
"PEF1"	0.549343900929788	3.93652854913314	4.08988981578131e-05	8.61873893821569e-05
"DAT1"	-0.449927323303444	4.56796364470179	4.16310578168145e-05	8.76978332256536e-05
"RGR1"	-0.24943986333487	6.06302534739213	4.18918059245975e-05	8.82144759373735e-05
"YLR281C"	-1.44054930038854	0.910277640824999	4.1952270726692e-05	8.83091421507521e-05
"YBP2"	0.398633496349328	4.7552625238715	4.21207073884115e-05	8.86309341720677e-05
"PRP39"	0.367408219540879	4.9400093105625	4.29327912047417e-05	9.0306358743923e-05
"DPH1"	-0.292747029752094	5.92580332302535	4.38831363745754e-05	9.22712623769691e-05
"SWR1"	-0.229233906293788	6.3677382373186	4.41493694906455e-05	9.27967921298395e-05
"MKT1"	0.156437304902284	7.50304070717053	4.42152627949162e-05	9.29009986547059e-05
"XRS2"	0.587137635693747	3.74256731826671	4.45726094797227e-05	9.36172771588126e-05
"EPO1"	-0.274345498776668	5.90261310155628	4.4747057611061e-05	9.39490214002144e-05
"MAK32"	-0.520764956567936	3.93104422601144	4.50450109792649e-05	9.45397318525375e-05
"TRX1"	-0.165390030168614	7.56643391011254	4.69480048689582e-05	9.84973985717936e-05
"COA1"	0.393651307182773	5.08503177638154	4.7149557604788e-05	9.88838235733566e-05
"STU1"	0.359159852905826	5.16797958051844	4.76598189377406e-05	9.9917160909976e-05
"CDC16"	0.372181936321823	5.03630866846515	5.02893130027102e-05	0.00010539100045544
"THI13"	-2.521550204373	-0.179677012755383	5.1472333666596e-05	0.000107830562140396
"MSB4"	-0.406175777617169	4.78401875114635	5.31360302272254e-05	0.000111274937886657
"CNB1"	0.311143230206728	5.59776185316441	5.31911081245493e-05	0.000111349327081318
"IDP2"	-0.740353979580105	2.82095911483292	5.38508815026922e-05	0.000112689055228346
"YKG9"	-0.445704209243239	4.55315836338942	5.43011922493838e-05	0.000113589635807491
"YDR248C"	0.606514382153866	3.61504241765809	5.52335204721021e-05	0.000115497490109493
"MEX67"	0.256149227556731	6.07357627535551	5.54901733929371e-05	0.000115991573898452
"YPS3"	-0.452608788295669	4.33632684472474	5.65180904212907e-05	0.000118096883250947
"CUP2"	0.541343259885936	3.82072949099218	5.65925922329599e-05	0.000118209178347202
"SAM50"	0.284496234710495	5.65961965772459	5.68316002418136e-05	0.000118664881473006
"EXO1"	-0.325757082114493	5.29067986061623	5.83395382449044e-05	0.000121768816263374
"ATX2"	-0.309077915152425	5.51547885323985	5.84175156322478e-05	0.000121886894104074
"NAT3"	0.436393165116675	4.4419549356576	5.8479045983717e-05	0.000121970581623181
"YNL050C"	-0.386665147243251	5.00536268225338	5.89397802974045e-05	0.000122886528382798
"RKM4"	0.319284203658476	5.53159820240134	5.95182771737143e-05	0.000124047243860589
"SEN2"	0.396001630073226	5.00087860853098	6.00231621189866e-05	0.000125053745007504
"PPZ1"	-0.242746536143868	6.17488494215688	6.07116774980582e-05	0.000126441950136775
"YKL162C"	0.986153125322774	1.94017425022293	6.0910461873726e-05	0.000126809568522485
"REV7"	-0.539331126948323	3.73415049334289	6.1102802055871e-05	0.000127163506910135
"WWM1"	-0.459178610640711	4.38640044047517	6.12201950686492e-05	0.000127361268074859
"VPS35"	0.274628372428227	5.9924853801561	6.12739216840865e-05	0.000127426482859455
"YPR011C"	-0.436871916081894	4.41949085927801	6.14551653283297e-05	0.000127756740189671
"POP8"	-0.410855512443985	4.59836281667734	6.14926326913827e-05	0.000127787974651362
"ORC5"	-0.333109132061276	5.25689424350194	6.22190175744206e-05	0.000129250305023258
"ALG1"	-0.246284710757113	6.19930041251745	6.26438913248432e-05	0.000130085454851808
"RPC34"	-0.263947166727389	5.99678421920797	6.28320670982364e-05	0.000130428651132832
"SPT16"	-0.140200326067071	7.6745357068012	6.34021910557862e-05	0.000131564167591708
"MIF2"	-0.442289693372971	4.32224241006967	6.37626702836635e-05	0.000132263987102069
"PPM2"	0.514727939975584	3.92742089821135	6.39562428682239e-05	0.000132617205714373
"UBP3"	-0.264418721959794	6.09856693030891	6.44596045336003e-05	0.000133612300041616
"DFM1"	0.286599752883054	5.75768120578629	6.70996624389311e-05	0.000139034016712982
"TDA9"	-0.213170885341318	6.54880064568978	6.76088769123484e-05	0.000140038175750786
"NUC1"	-0.245041834988378	6.07323957311999	6.8490237515178e-05	0.00014181214996779
"AIM36"	0.41000956119866	4.56736194549997	6.85977347900425e-05	0.000141983097744275
"RAD61"	0.670968189117076	3.23087894102683	6.88249895712468e-05	0.000142401704439927
"LDH1"	0.654848703956163	3.22102340147163	6.9022322965333e-05	0.000142758120946097
"CLA4"	-0.276725357879539	5.73291012510742	6.92446604894966e-05	0.000143165975609003
"YET2"	1.07336889632803	1.7449428312024	6.98699078538961e-05	0.000144406263274078
"PRE4"	0.177201739823093	7.0807424148358	6.98970176096104e-05	0.000144409876004761
"ERV41"	-0.194095200952782	6.80482796883304	7.00185915620382e-05	0.000144608581920292
"OAF1"	0.367352661340401	4.90855184211064	7.02937140528118e-05	0.00014512415076748
"RRP6"	-0.200756003609101	6.73121129700103	7.04917607615609e-05	0.000145480277555755
"ZEO1"	0.12527392106728	8.73456142579033	7.05941968805833e-05	0.000145638897477551
"NUT1"	0.272169220726696	5.8630368226079	7.17769948125525e-05	0.000148025428635521
"RAD27"	-0.251920762032038	6.02401346592559	7.23845255029248e-05	0.000149224289722539
"SAS2"	-0.435089427612614	4.38069431486362	7.39292895293107e-05	0.000152353736728156
"YAP1801"	0.425534673557055	4.74561132137946	7.45961231274161e-05	0.000153672331797217
"RPB11"	-0.295715370866144	5.50824914911753	7.60250776653481e-05	0.00015655941852676
"COG2"	0.443459445734456	4.4138112411123	7.62130164653384e-05	0.000156889702007822
"YBL111C"	-1.30768454747996	1.00485249171091	7.69411245423252e-05	0.000158331320254427
"VPS21"	-0.289807079896978	5.6356930050555	7.79574428281414e-05	0.000160364768592282
"YJL171C"	-0.179001629372293	7.29397399447347	7.83192231336406e-05	0.00016105079686636
"PCI8"	0.608473957761767	3.35257285543815	7.84498288618559e-05	0.000161261128353577
"MON1"	0.487171471321121	4.15416928262038	7.98491351694166e-05	0.000164078302293273
"PDS5"	0.26653828486908	5.86890885195972	8.00003512130241e-05	0.000164329725760086
"MRPS8"	0.52455568225726	3.98743547147974	8.05651421376364e-05	0.000165430190887739
"RPS26B"	-0.073951115653824	10.1419059543753	8.08836716345651e-05	0.000166024378618318
"YBL039W-A"	-1.03984135593023	1.65979013963019	8.19768919475601e-05	0.000168207719909696
"YPR027C"	-1.00633757611198	1.70343518279185	8.3541056734908e-05	0.000171355467236515
"NFU1"	-0.327027501946475	5.32209802573047	8.42481602496575e-05	0.000172743617018923
"SOG2"	-0.379600344506588	5.00030811713423	8.5080220631196e-05	0.00017438688850757
"EOS1"	-0.248647991776133	6.04335757728575	8.55922550286061e-05	0.000175373263811761
"RRT6"	0.895177310400346	2.144192292493	8.61192643828306e-05	0.000176389601221524
"IDS2"	0.439141847415397	4.38157079143015	8.66800385335714e-05	0.00017747433995331
"GSH2"	0.1892546298951	6.83534728886897	8.68967873499639e-05	0.000177854172239646
"MAS2"	0.212910929102907	6.44199899134419	8.77251148549727e-05	0.000179485017601227
"GPI15"	-0.365385184378488	5.07042165362659	8.78619057507004e-05	0.000179700320166842
"MUD1"	0.605055059222611	3.33879082312728	8.82365185362998e-05	0.000180401700734539
"PUS5"	-0.966589691084967	1.95939569086548	8.93900982843678e-05	0.000182694622983198
"SKI6"	-0.279229467539904	5.6888370612829	8.96901179778736e-05	0.000183242027903126
"STO1"	0.16273919217534	7.30410527128911	8.99161920354391e-05	0.000183638019171374
"VAC14"	0.31445532297965	5.49758858978518	9.01652704994039e-05	0.000184080692084477
"INP52"	0.394674674994276	4.77352062080602	9.0332946409613e-05	0.000184356916435963
"TRS85"	0.367478128660844	4.89379751365786	9.05731860880203e-05	0.000184780982294944
"HMO1"	-0.166600269984902	7.40091531615022	9.13983400553734e-05	0.000186397617577112
"FAA2"	0.705912960370789	2.89346399932658	9.22385134745053e-05	0.000188043714902912
"YOL107W"	0.417457736401426	4.65335750450198	9.26196373451635e-05	0.000188753119199485
"SPC97"	0.415534183483256	4.59466666214983	9.29298617807863e-05	0.000189317578883648
"MCH1"	-0.34341613625187	5.27937576491751	9.37583166751865e-05	0.000190937001126077
"NDT80"	-0.602778020679997	3.3565435754832	9.38046810121357e-05	0.000190963122518091
"BMT6"	-0.474165156018686	4.1655550842239	9.3913380404393e-05	0.000191116078635673
"ILV1"	-0.0962378366473324	9.11296531520692	9.4293658749403e-05	0.000191821397970382
"MSH4"	-0.956204094257513	1.86619490830711	9.54268749900137e-05	0.000194057309699399
"YKL071W"	0.507749943224843	3.8630777042272	9.54609280765747e-05	0.000194057309699399
"YHR127W"	-0.408418745736373	4.55296947696833	9.57511291194329e-05	0.0001945777763048
"FRD1"	0.245028084238271	6.11692141851043	9.60286052739224e-05	0.000195072022272463
"ARV1"	-0.403175701528188	4.65960162584421	9.63755869084892e-05	0.000195707058436854
"YHR050W-A"	0.820684884968058	2.4734233865336	9.70460818618955e-05	0.000196998356549602
"RRT8"	0.652656221799039	3.16500029413231	9.72433909251969e-05	0.000197328534543147
"KCH1"	-0.344857573563047	5.23195989725056	9.7542020658946e-05	0.000197864006281453
"RAX2"	-0.260561801943841	5.9074007492374	9.91681345433281e-05	0.000201090939490638
"TIF4632"	0.219912733954084	6.41921471254738	9.96283445795402e-05	0.00020195222286789
"NRG1"	0.680727041073165	2.94607294251403	0.00010083729075223	0.000204330083111459
"PDX3"	-0.248728654880292	6.2932911132369	0.000101086765785856	0.00020469505666477
"RUF5-2"	0.691838268914954	2.83369240544027	0.000101089304415408	0.00020469505666477
"RCE1"	-0.361565943668366	4.89164913162308	0.00010195572715379	0.000206376079066364
"EBS1"	0.221520471694731	6.4700818103379	0.000103546657751499	0.000209521915151755
"TIM21"	0.270745841420101	5.72765465974783	0.000103715052421064	0.000209788102481542
"snR33"	-0.427447147962773	4.40405903852285	0.000103878640039993	0.000210044380819502
"RER2"	0.304350551459267	5.55515245552732	0.000104920753033122	0.000212076239890166
"BUD13"	-0.513876429321655	3.92337722042009	0.000106793535930478	0.000215785093537312
"SAP4"	0.704013011525788	2.87466710187978	0.000108650375163383	0.000219459111805711
"NUP100"	-0.186757860813391	6.78559622549657	0.000108884571305354	0.000219854166316556
"DUS1"	-0.273727642347725	5.75467360797485	0.000110409698433499	0.00022285459868144
"SOF1"	-0.214982585650121	6.43300907566656	0.000111565778262381	0.000225108271235294
"EMP65"	-0.322166311653667	5.37324708626451	0.000111644106208242	0.00022518651815435
"ERP5"	0.259371490617381	5.82598061405309	0.000112579948100916	0.00022699370555475
"MME1"	0.488664344219274	3.98024383268814	0.000114129170526459	0.000230035928133685
"NYV1"	0.339572644510088	5.09838731973121	0.000114406556933434	0.00023051342363021
"SEC20"	0.370090695951925	4.8882681996088	0.000114669386008955	0.000230961260677394
"DGK1"	-0.191739364890246	6.80656660540852	0.000114775921587958	0.000231061631609819
"YPT35"	1.04023907580834	1.9157063633761	0.000114800378613308	0.000231061631609819
"GPI10"	0.232119000781634	6.19912534129962	0.00011506207936999	0.000231506530011562
"IMG1"	0.359655512648034	4.85874655207794	0.000116940179155902	0.000235202183014378
"PAC2"	-0.4919727206373	3.96455446281349	0.000118405623807741	0.000238049780289102
"RKM2"	-0.410187481131265	4.58255325603007	0.000118439590368638	0.000238049780289102
"YEL1"	-0.489082134994126	4.02031532702399	0.000120041309291921	0.000241183914999364
"MCA1"	0.183385267966919	6.84913803981669	0.000121738967690369	0.000244508529816211
"SWD2"	0.282989563113035	5.55381157985468	0.000122585005744789	0.000246120953000997
"NUP82"	0.259917044612603	5.93850802289547	0.000126507441029013	0.000253906721614099
"RPS25B"	-0.0871010985425742	9.3139814258355	0.000127156561751679	0.000255119613324193
"VHR2"	0.271251167901825	5.78887484146752	0.000129741727325935	0.000260159966940722
"RUF5-1"	0.627187243709551	3.10552423764057	0.000129760152109528	0.000260159966940722
"MSA2"	0.475070494599099	4.00512835738356	0.000130737347839677	0.000262026912565689
"TAF5"	-0.212144381053176	6.39732303907152	0.000133186058332165	0.000266840751633831
"HFA1"	-0.249312042155897	5.97967925117986	0.00013343421567808	0.000267243905758349
"RPN12"	-0.244761124971105	6.10108099434359	0.000135886463795852	0.00027205960789507
"SWI5"	0.364684826459687	4.80885639273279	0.000136732204511311	0.000273656651137928
"HEM12"	0.17906936311482	6.94402678858495	0.000136788868121266	0.00027367386334592
"MSB1"	-0.283858430729464	5.63946598262979	0.000136897046852988	0.000273794093705977
"FEN2"	0.230522450301301	6.31929381328417	0.000137098094697788	0.000274099912643681
"MYO4"	0.171527147496541	7.04148333425558	0.000138333637611294	0.000276473054601162
"CYM1"	0.23189773244547	6.31930825969146	0.000140934622432377	0.000281506862470812
"YJR146W"	0.906373687845725	1.94628843944764	0.000140951188075919	0.000281506862470812
"CAF130"	-0.266078819031215	5.70583160383681	0.000141873371959514	0.000283249291703181
"PUS9"	-0.321741677582382	5.32953566378619	0.000144063754765198	0.000287521563138113
"SCO2"	0.531248270238581	3.81406297098124	0.000144241533890944	0.000287775505947804
"EFM5"	-0.227961084030201	6.12975445919569	0.000144345873537842	0.000287882803476173
"YER039C-A"	1.74761028030782	0.318493898118073	0.000147207291505868	0.00029348680596443
"SPS18"	-0.599592684555487	3.27677143837636	0.000147390586096462	0.000293749386500964
"TGL2"	-0.677531506265624	2.83407129848048	0.000147735802355844	0.000294334380200902
"BOP2"	-0.779943857008022	2.41453221324955	0.000151276405835628	0.000301282915294882
"MCD1"	0.26050244627586	5.8219278096718	0.000153118900334692	0.000304845810666342
"PHO2"	0.455049508135265	4.26388292545786	0.000154027818810721	0.000306548200037835
"LTP1"	0.339655652385208	5.26430236852564	0.000154588885707705	0.00030755734284405
"RSM26"	0.2437041296711	5.95811432746678	0.000154828621406877	0.000307926709846581
"YPR003C"	0.38346654506919	4.75457636018616	0.000155213334376221	0.000308584052352724
"HXT1"	-0.151869059588268	7.46401905601537	0.000156807143175233	0.000311643934813186
"tR(UCU)G2"	-0.715677731745609	2.74617747338275	0.000157148592573948	0.000312213568079574
"NCE103"	-0.36571474578694	4.74840448872112	0.000157983012512535	0.000313687189379289
"SDH7"	0.532762625301875	3.72342756173608	0.000158000502132034	0.000313687189379289
"YMR31"	0.396159829574713	4.66805523522114	0.000159358938430385	0.000316273891747163
"CKA1"	0.229337625300619	6.2170243781294	0.000159558770697719	0.000316560153433035
"THI72"	0.898215681764956	2.09857008253532	0.000159919199073674	0.000317164722927726
"SED4"	-0.169117760055062	7.14669502410765	0.00016237303114495	0.000321855051353212
"POP7"	-0.496103080753648	3.8953014289558	0.000162397183445342	0.000321855051353212
"TRM10"	-0.316574625816828	5.36291914730206	0.000162546593925002	0.000322039076481893
"PKR1"	-0.20076767490502	6.59080880467585	0.000163670821897269	0.000324153620828886
"NAM2"	0.3004943739168	5.42106517846501	0.000165268152461208	0.00032720335887139
"SDH1"	0.158399307394039	7.20801068223698	0.000166354003420708	0.000329238684559441
"BSC5"	1.23462302286611	1.11771311146705	0.000166918127800857	0.000330240382104962
"DPB3"	-0.546569136141755	3.52053685251132	0.000167652348112322	0.00033157779442569
"PAT1"	0.179652208111278	6.97759400776898	0.000168278876323494	0.000332701361731241
"YBL010C"	0.565550243949268	3.44765893132967	0.000168990194834483	0.000333991728353886
"DSE2"	-0.159631722436208	7.24768796968603	0.000180001673205974	0.000355631341858022
"YCK1"	-0.189484003070122	6.75720917913168	0.000180095857344202	0.000355694003370755
"MCM21"	-0.468278441468172	4.11114182231408	0.000182339076738531	0.000359999550259776
"TIF6"	0.0940238559568272	8.84131263572224	0.000183180511739011	0.000361535471002402
"APS1"	-0.416826510767461	4.44231289522918	0.00018464130182667	0.000364292298198565
"BIK1"	-0.481513005426603	4.18250146159982	0.000190528903326052	0.000375778169566518
"MNT4"	-0.432902342082558	4.29044689904593	0.000191384373684632	0.000377334703518108
"HUF"	-0.290090557625364	5.60601272574961	0.000194117495602556	0.000382590868799222
"YGR021W"	0.637196169391229	3.15448127462589	0.000196869855482481	0.00038788130004057
"TFG2"	-0.273072807646357	5.59923696937443	0.00019839036994914	0.000390666451437864
"FAR7"	0.937400639360802	1.87164821257019	0.000198420684502687	0.000390666451437864
"GAL83"	0.293902785687052	5.479238886506	0.000199385549553368	0.000392318423042893
"FUR4"	0.271067571483514	5.78003025210088	0.000199397526569395	0.000392318423042893
"UME6"	-0.389557717383619	4.73004312532774	0.000199524907550704	0.00039243344511009
"YRB30"	-0.437487792909434	4.15759194334936	0.00019998547248036	0.000393203480767668
"JID1"	0.867578564274941	2.02869158620301	0.000200352465455985	0.000393789070868616
"SSP1"	-1.61987938852442	0.355967330515157	0.000202994996954467	0.000398845242463332
"GSP1"	-0.0784226343995514	9.82084778876269	0.000205246564448753	0.000403130023446429
"YPK3"	0.374738033268289	4.86581228262423	0.00020592649694272	0.000404326025376498
"snR75"	0.69936596481435	2.76210592214992	0.000211057618157003	0.000414257868936909
"YOR238W"	0.428726024757721	4.28205951962503	0.000211260286070302	0.000414512773564541
"SNN1"	-0.802392614854972	2.27168740959661	0.000211822217434912	0.00041547216881653
"REG1"	0.198357399865927	6.58699813645608	0.000213320626680365	0.000418267096528237
"SMX3"	-0.440459337629987	4.21664232401271	0.00021353501621313	0.00041854333298367
"SMC5"	-0.362949314878291	4.91834173816951	0.000217554491542217	0.00042627504295987
"PMT7"	0.229793643123749	6.05367546177197	0.000221749897858463	0.00043434603316343
"YIH1"	-0.313172048834049	5.31737712175837	0.000223798470833363	0.00043818600028815
"YSP2"	-0.174847631936838	6.85569401486805	0.000223864256206222	0.00043818600028815
"MSC3"	0.254529797239659	5.80594793771673	0.000224345551172407	0.000438977171263122
"YFR035C"	-0.416549449656998	4.34200178667851	0.000224909662029184	0.000439929788936508
"DIS3"	-0.14806045338645	7.28848481655177	0.000226430961986037	0.000442753398883411
"SSL1"	0.329145591576763	5.04985343935253	0.000226630528047847	0.00044299149560743
"JNM1"	-0.555420391364143	3.49574149361291	0.000226714221087768	0.000443003011281315
"NUP120"	0.182720777032007	6.96963577147934	0.00022726971991159	0.000443936118413927
"NEW1"	0.0862298212592002	9.15820108201563	0.000227921980781852	0.000445057530374439
"COX3"	2.10590190353816	-0.140868246397375	0.000233679730573141	0.000456144115832522
"RGD1"	0.330606070523558	5.16227828255537	0.000237252504154961	0.000462959478635487
"APM1"	0.306782922400231	5.26552656207722	0.0002391358204235	0.000466474601401648
"ICP55"	-0.262536835426541	5.72461114695378	0.000239893291048404	0.000467791917544388
"SKY1"	-0.204814477546655	6.43105720252188	0.000241214456779932	0.000470207160871255
"YGR066C"	-1.45669544022492	0.575764742459144	0.000241651394758562	0.000470897687116788
"YOR105W"	-1.67976746865277	0.24198722481262	0.000242442138821053	0.000472276954651754
"DOT6"	0.206285387776634	6.37018036511739	0.000245340071832975	0.000477758676134391
"RPD3"	0.228149883258448	6.08552479861464	0.000246359891655892	0.000479580589090136
"MVB12"	-0.635728490050225	3.12416791482746	0.000247972392756186	0.000482554615295188
"snR68"	0.691447941958417	2.74821938704554	0.0002488471468669	0.00048409144320469
"CCT5"	-0.115691130982567	8.16448881689169	0.000252029817912331	0.0004901153631123
"RSC6"	-0.293810354854416	5.58237578259645	0.000253402498234359	0.000492616532928111
"UBC5"	0.560563775959661	3.55283446250713	0.000255084261076282	0.000495716649340733
"PSY2"	0.297988130953157	5.32261290405347	0.00025554261873145	0.000496437963513093
"APP1"	0.264282884540271	5.64532295429216	0.000255935400265112	0.000497031435576245
"PRE1"	-0.22932404220915	6.31391739901054	0.000257292769894231	0.000499361192618695
"DDC1"	0.617104134687325	3.25071236712584	0.000257310456470539	0.000499361192618695
"ENT4"	0.557078449957138	3.44351920060607	0.000258855819136709	0.000502189108744266
"GMC2"	-1.33214509639557	0.846608341161156	0.000259079313659765	0.000502451502717542
"APM3"	0.247857373636685	5.77376532145585	0.000263109527108691	0.00051009385337313
"ERJ5"	-0.296612493727709	5.28273990999752	0.000263781642080586	0.000511222828457065
"FAU1"	-0.368704544448939	4.76145206828647	0.000265049182373015	0.000513504608517165
"LSB5"	0.31823153169549	5.08609949348886	0.000265341742325511	0.000513896558095735
"ERP1"	0.121097077334981	7.89623656064381	0.000266220402673801	0.000515422976138941
"YKR005C"	0.688116997188589	2.69878044049606	0.000268798266152754	0.000520237024974092
"THI22"	0.786667656257208	2.25595563251568	0.000270381757051989	0.00052312392954605
"YML6"	0.309389460464848	5.36572953346794	0.000271697157059198	0.000525490357437185
"ERD2"	-0.205348710771567	6.61464525213365	0.000272345851222248	0.000526566138152625
"SMC3"	-0.276733936150933	5.72673358951143	0.000274082182615582	0.000529743363140911
"DAL7"	0.659935898092718	2.96704639259015	0.000275157531562774	0.000531641324980806
"CTF13"	0.736249504080344	2.52715314241612	0.00027557103929661	0.000532259666809666
"MRPL13"	0.281986281869031	5.5489514353306	0.000277342811374799	0.000535461844448278
"TOR1"	0.250393906879411	5.87606301950282	0.000277417007573309	0.000535461844448278
"SGT1"	-0.330772312647803	4.99283615536871	0.000278500465856269	0.000537370942929717
"DEP1"	-0.44229366063958	4.35113387876554	0.000278733818655057	0.000537639011999287
"HRQ1"	0.336417196842855	4.99316494098619	0.000279046324788038	0.000538059523651571
"NKP2"	0.930111176769132	1.8064458955011	0.000280828356778855	0.000541312343770751
"DYN1"	0.219937880654693	6.05501165292061	0.000281167348658378	0.000541782363201626
"YER010C"	-0.425050490415834	4.265010281394	0.000285856357808804	0.000550631292748082
"APD1"	-0.238404519678761	6.01910042918206	0.000287452743240709	0.000553519080153059
"MRX6"	-0.348454161913673	4.8550285234181	0.000288120432907403	0.000554617222777132
"UBA4"	0.32687031630349	5.10370975543224	0.000291747303460935	0.000561408971242503
"RAM1"	0.465427631066118	4.03544837297265	0.000295765678126299	0.000568863647990736
"YNL010W"	-0.131649944110954	7.7528742846595	0.000295821085651663	0.000568863647990736
"EMI1"	-0.447386457587332	4.12995401014768	0.000296103759817008	0.000569214992706969
"ALG2"	-0.23642546986703	5.99886303979819	0.000298390046555211	0.000573416444510757
"TCO89"	0.390745539845229	4.57526079097863	0.000298765065291944	0.000573943414902945
"GGC1"	0.168034138972854	7.11580817985541	0.000299370761070559	0.000574913023114929
"SFH1"	0.265783675530176	5.63412962086753	0.0002997549805138	0.000575456796711253
"GLO3"	0.164754940894293	7.02001870128495	0.000304109531842349	0.000583619708227279
"YHR218W"	-1.13679872549435	1.17497580629274	0.000304497813219025	0.000584167974551594
"WRS1"	-0.119458062340977	8.11780658173147	0.000306619367205424	0.000588039971999894
"MRP21"	0.342298778409702	5.05253376145094	0.000306901098795887	0.000588382106580398
"USA1"	0.277629396682874	5.55820808903492	0.000310875204866921	0.00059580054409702
"YMR144W"	0.460866560584154	3.94116820441699	0.000312711336084466	0.000599117882794398
"MF(ALPHA)2"	-0.941331005514505	1.6448558821863	0.000312867384962479	0.000599215233762649
"YSC83"	0.38048807010676	4.56928674945519	0.000317022026872288	0.000606968198053398
"FRT1"	-0.442795099001324	4.08494307784682	0.000318062173130191	0.000608754962622961
"RPL13A"	-0.0689101043908842	10.0575364800302	0.000320391914214787	0.00061300791651176
"DBF4"	-0.267951171822366	5.55181635652984	0.000322064987235032	0.000616002027986656
"YOR008C-A"	1.63784476058903	0.337132171079645	0.000324474473812466	0.000620402167188779
"ECM3"	0.246477802517123	5.85984553194677	0.00032662397612876	0.000624302423657992
"RSF1"	0.805693945219862	2.29461094933757	0.000326977587971966	0.000624768585876636
"UTP4"	-0.161034630044988	7.02589268548135	0.000328149071613825	0.000626796650039959
"CBK1"	0.268608913145038	5.63919808945683	0.000328320130050501	0.000626913085347938
"YNL035C"	0.401539367741767	4.41382476396666	0.000328673729258277	0.000627377879449087
"DEG1"	-0.33379364105633	5.14957857485613	0.000329728632440245	0.000629180574100118
"MTF1"	0.400276076954309	4.41279469413349	0.000331970675798253	0.000633246575542799
